month,date,open,high,low,close,volume,shares_bought,total_shares,total_invested,portfolio_value
2009-02,2009-02-02,2008.134,2012.742,1987.129,2011.683,8476627200,0.49709621247482827,274.69978537185114,219000,552608.8883362015
2009-03,2009-03-02,2066.229,2102.112,2052.992,2093.447,8746258400,0.47768106859165765,275.1774664404428,220000,576069.4415873457
2009-04,2009-04-01,2380.979,2422.625,2380.979,2408.017,17985761600,0.4152794602363688,275.5927459006792,221000,663632.0172055158
2009-05,2009-05-04,2486.685,2560.544,2486.225,2559.911,15336998400,0.39063858079441044,275.9833844814736,222000,706492.9017513535
2009-06,2009-06-01,2668.4,2726.716,2668.4,2721.28,14795955200,0.36747412982126054,276.3508586112948,223000,752028.0645217444
2009-07,2009-07-01,2950.169,3009.706,2947.69,3008.15,13825012800,0.3324302312052258,276.6832888425001,224000,832304.8353315666
2009-08,2009-08-03,3429.693,3465.173,3398.448,3462.59,20081371200,0.2888011575150393,276.9720900000151,225000,959040.7891131523
2009-09,2009-09-01,2649.168,2727.077,2639.759,2683.724,9804258400,0.372616558185566,277.34470655820064,226000,744316.6452632005
2009-10,2009-10-09,2840.131,2912.55,2834.618,2911.715,8554655200,0.3434402062014998,277.6881467644021,227000,808548.7422561111
2009-11,2009-11-02,2933.817,3077.907,2923.525,3076.649,13728611200,0.3250289519538953,278.013175716356,228000,855348.9590545509
2009-12,2009-12-01,3191.058,3240.661,3173.416,3235.363,16527976000,0.3090843284045716,278.3222600447606,229000,900473.5422251967
2010-01,2010-01-04,3289.75,3295.279,3243.319,3243.76,10944792800,0.3082842133820011,278.6305442581426,230000,903810.6142427927
2010-02,2010-02-01,2981.374,2981.374,2912.887,2941.36,8814711200,0.3399787853237958,278.9705230434664,231000,820552.7376591304
2010-03,2010-03-01,3057.006,3093.095,3054.554,3087.842,11103888000,0.3238507669757714,279.2943738104422,232000,862416.8978155835
2010-04,2010-04-01,3111.935,3148.344,3111.935,3147.416,12677921600,0.31772094950270313,279.6120947599449,233000,880055.5808409668
2010-05,2010-05-04,2821.354,2862.555,2809.132,2835.277,6607984400,0.3526992248023738,279.9647939847473,234000,793777.7411946924
2010-06,2010-06-01,2577.763,2598.897,2534.267,2568.283,7466611200,0.3893651906740807,280.3541591754214,235000,720028.8209895288
2010-07,2010-07-01,2393.947,2410.769,2371.778,2373.792,4996768800,0.4212669012280773,280.77542607664947,236000,666502.4602173419
2010-08,2010-08-02,2635.807,2675.762,2633.647,2672.516,11294463200,0.374179237841794,281.1496053144913,237000,751376.818596663
2010-09,2010-09-01,2641.053,2662.876,2604.487,2622.882,12716494400,0.3812600033093368,281.53086531780065,238000,738422.2390864836
2010-10,2010-10-08,2681.253,2747.805,2677.994,2738.744,13575953600,0.3651308775117353,281.89599619531236,239000,772040.9682039346
2010-11,2010-11-01,2986.886,3054.05,2986.886,3054.021,18624318400,0.32743717217399615,282.22343336748634,240000,861916.2921964041
2010-12,2010-12-01,2810.543,2834.199,2795.811,2823.449,8126329600,0.35417675332545406,282.5776101208118,241000,797843.470717996
2011-01,2011-01-04,2825.329,2855.396,2810.108,2852.648,11007279200,0.35055148760029275,282.9281616084121,242000,807094.4543559136
2011-02,2011-02-01,2795.071,2805.049,2785.296,2798.96,7335009600,0.3572755594935262,283.2854371679056,243000,792904.6072154811
2011-03,2011-03-01,2906.285,2931.58,2901.552,2918.92,13655504000,0.34259246570649415,283.62802963361213,244000,827887.5282581431
2011-04,2011-04-01,2932.481,2967.847,2924.394,2967.41,9984409600,0.3369942138093489,283.9650238474215,245000,842640.6514150769
2011-05,2011-05-03,2911.51,2933.46,2890.225,2932.188,9640272000,0.34104225240673514,284.30606609982823,246000,833638.8353451232
2011-06,2011-06-01,2737.057,2744.559,2726.495,2743.572,6855550400,0.3644883385600961,284.6705544383883,247000,781014.162381638
2011-07,2011-07-01,2767.834,2778.668,2752.966,2759.362,9207288000,0.36240261335772544,285.03295705174605,248000,786509.1104362201
2011-08,2011-08-01,2697.575,2712.888,2688.529,2703.783,5900071200,0.36985216639057206,285.4028092181366,249000,771667.263716241
2011-09,2011-09-01,2569.799,2584.804,2547.855,2556.042,5729092800,0.3912298780692962,285.7940390962059,250000,730501.5672795443
2011-10,2011-10-10,2363.078,2368.149,2338.685,2344.787,4174530400,0.4264779700672172,286.2205170662731,251000,671126.1475502752
2011-11,2011-11-01,2450.331,2491.355,2445.527,2470.019,8889241600,0.4048551853244854,286.6253722515976,252000,707970.1153435188
2011-12,2011-12-01,2392.485,2423.559,2376.916,2386.86,9865004800,0.4189604752687631,287.04433272686634,253000,685134.6360124482
2012-01,2012-01-04,2211.995,2217.52,2168.644,2169.39,4924553600,0.4609590714440465,287.5052917983104,254000,623711.1049743366
2012-02,2012-02-01,2288.066,2305.863,2263.342,2268.08,5355381200,0.4409015555006878,287.9461933538111,255000,653085.0022219119
2012-03,2012-03-01,2418.788,2437.874,2418.334,2426.115,7508328800,0.41218161546340554,288.3583749692745,256000,699590.5788885814
2012-04,2012-04-05,2258.031,2303.824,2251.393,2302.241,8010145600,0.4343593915667387,288.7927343608412,257000,664870.4735476375
2012-05,2012-05-02,2421.082,2446.35,2407.788,2438.436,12800600800,0.4100989322664199,289.20283329310763,258000,705202.6000039122
2012-06,2012-06-01,2373.224,2388.087,2365.442,2373.436,7702192000,0.4213300885298782,289.6241633816375,259000,687404.4158398602
2012-07,2012-07-02,2234.32,2234.873,2215.358,2226.11,6219620800,0.44921409993216865,290.0733774815697,260000,645735.2463454972
2012-08,2012-08-01,2101.723,2130.712,2101.708,2123.36,5380460000,0.47095169919373064,290.54432918076344,261000,616930.2068092659
2012-09,2012-09-03,2044.825,2066.78,2041.161,2059.147,6063549600,0.485637985049149,291.0299671658126,262000,599273.4837995815
2012-10,2012-10-08,2084.849,2096.259,2063.089,2074.419,5513161200,0.48206268839612443,291.5120298542087,263000,604718.0934581377
2012-11,2012-11-01,2070.02,2109.496,2069.947,2104.428,8288667200,0.47518850728083833,291.98721836148957,264000,614466.0779620328
2012-12,2012-12-03,1977.254,1988.191,1957.884,1959.767,6165337600,0.5102647406553942,292.49748310214494,265000,573226.9149666413
2013-01,2013-01-04,2289.51,2296.113,2256.56,2276.992,13946993600,0.43917589521614475,292.93665899736106,266000,667014.4290437192
2013-02,2013-02-01,2377.414,2421.154,2369.57,2419.02,14081817600,0.4133905465849807,293.35004954394606,267000,709619.6368477964
2013-03,2013-03-01,2364.544,2369.649,2330.858,2359.506,12031275200,0.42381752790626515,293.7738670718523,268000,693161.2019992379
2013-04,2013-04-01,2229.46,2243.949,2227.314,2234.395,7741177600,0.4475484415244395,294.2214155133767,269000,657406.8597160113
2013-05,2013-05-02,2170.783,2179.647,2161.14,2174.123,6833793600,0.45995557749032595,294.68137109086706,270000,640673.5465601892
2013-06,2013-06-03,2300.209,2313.425,2294.113,2299.252,9688281600,0.43492405356176705,295.1162951444288,271000,678546.7318434182
2013-07,2013-07-01,1965.987,1995.916,1957.571,1995.242,7805139200,0.501192336568697,295.6174874809975,272000,589828.4269565605
2013-08,2013-08-01,2000.818,2029.928,1997.058,2029.067,9125668800,0.49283734839707116,296.1103248293946,273000,600827.6884706052
2013-09,2013-09-02,2104.09,2108.683,2078.455,2098.448,14915852800,0.4765426639116147,296.5868674933062,274000,622372.1189175934
2013-10,2013-10-08,2171.904,2200.018,2161.489,2198.199,12671020000,0.45491786685372887,297.04178536015996,275000,652956.9555369182
2013-11,2013-11-01,2139.88,2157.313,2132.629,2149.562,8911848000,0.4652110522980961,297.5069964124581,276000,639509.7342223562
2013-12,2013-12-02,2203.122,2231.921,2172.633,2207.371,17428198400,0.4530276061432355,297.9600240186013,277000,657708.316177964
2014-01,2014-01-02,2112.126,2113.11,2101.016,2109.387,6848548800,0.4740713771346841,298.434095395736,278000,629513.0011845254
2014-02,2014-02-07,2022.323,2044.73,2014.698,2044.497,7359875200,0.4891178612636751,298.92321325699965,279000,611147.612734296
2014-03,2014-03-03,2052.075,2078.333,2047.067,2075.235,12746088800,0.48187313725915376,299.4050863942588,280000,621335.9144633897
2014-04,2014-04-01,2031.005,2050.681,2028.096,2047.46,8328657600,0.48841002998837585,299.89349642424713,281000,614019.9381887891
2014-05,2014-05-05,2022.178,2028.957,2007.351,2027.353,7993339200,0.4932540115115621,300.3867504357587,282000,608989.9796561868
2014-06,2014-06-03,2039.196,2049.576,2037.3,2038.305,7158412800,0.4906037123982917,300.877354148157,283000,613279.8153469592
2014-07,2014-07-01,2051.225,2052.635,2041.937,2050.381,9845740800,0.48771423457396457,301.36506838273095,284000,617913.2102756522
2014-08,2014-08-01,2194.17,2218.789,2184.641,2185.303,19147504000,0.45760244689180407,301.8226708296228,285000,659573.9880319871
2014-09,2014-09-01,2220.129,2236.286,2217.685,2235.511,12916658400,0.4473250187541014,302.2699958483769,286000,675727.9006890008
2014-10,2014-10-08,2368.576,2382.794,2354.29,2382.794,20439732800,0.41967538947974525,302.6896712378566,287000,721247.1324875372
2014-11,2014-11-03,2425.225,2436.785,2418.167,2430.032,29882124800,0.41151721458812063,303.1011884524447,288000,736545.5871774711
2014-12,2014-12-01,2691.725,2720.743,2668.841,2680.155,44679174400,0.37311274907607955,303.4743012015208,289000,813358.165736762
2015-01,2015-01-05,3258.627,3369.281,3253.883,3350.519,53135238400,0.29846122347015497,303.77276242499096,290000,1017796.4121874182
2015-02,2015-02-02,3148.136,3175.134,3122.572,3128.3,25086163200,0.31966243646709075,304.092424861458,291000,951292.3326940992
2015-03,2015-03-02,3332.721,3336.76,3298.669,3336.285,34644566400,0.2997345850249604,304.392159446483,292000,1015538.9956789095
2015-04,2015-04-01,3748.34,3817.082,3742.213,3810.294,44745830400,0.262446939789948,304.6546063862729,293000,1160823.6187859774
2015-05,2015-05-04,4441.343,4487.57,4387.426,4480.464,49417340800,0.22319116948601753,304.87779755575895,294000,1365993.996347866
2015-06,2015-06-01,4633.098,4829.502,4615.231,4828.738,59338905600,0.20709344760473647,305.0848910033637,295000,1473175.0064138004
2015-07,2015-07-01,4214.15,4317.053,4043.367,4053.7,59876940800,0.24668821077040728,305.3315792141341,296000,1237722.6226603352
2015-08,2015-08-03,3614.99,3648.943,3549.496,3622.905,36396873600,0.27602159040880175,305.60760080454287,297000,1107187.3049927824
2015-09,2015-09-01,3157.832,3180.331,3053.738,3166.624,43243248000,0.3157937285891852,305.92339453313207,298000,968744.3632900848
2015-10,2015-10-08,3156.075,3172.281,3133.127,3143.357,23427604800,0.31813122085719187,306.24152575398927,299000,962626.4436694824
2015-11,2015-11-02,3337.578,3391.064,3322.312,3325.085,23095113600,0.30074419150187137,306.5422699454911,300000,1019279.1036617033
2015-12,2015-12-01,3442.441,3483.414,3417.545,3456.309,25239075200,0.2893259832960537,306.8315959287872,301000,1060504.8064930306
2016-01,2016-01-04,3536.589,3538.689,3295.741,3296.258,18441842300,0.30337431111278307,307.1349702399,302000,1012396.1027330322
2016-02,2016-02-01,2730.984,2735.255,2655.623,2688.854,15638374400,0.3719056519989557,307.5068758918989,303000,826841.0932694359
2016-03,2016-03-01,2688.38,2747.562,2668.757,2733.17,18720744300,0.365875521829963,307.87275141372885,304000,841468.5679814613
2016-04,2016-04-01,2997.088,3009.673,2956.247,3009.53,20654586600,0.3322777975298468,308.2050292112587,305000,927552.2815621594
2016-05,2016-05-03,2940.392,2993.535,2929.815,2992.643,16870364300,0.33415278735218334,308.5391819986109,306000,923347.623233869
2016-06,2016-06-01,2917.154,2929.076,2909.512,2913.508,18838642100,0.34322884989504066,308.8824108485059,307000,899931.3750664087
2016-07,2016-07-01,2931.802,2944.989,2925.81,2932.476,14124622700,0.3410087584689525,309.22341960697486,308000,906790.2566353832
2016-08,2016-08-01,2971.949,2972.875,2931.963,2953.385,14740776300,0.3385945279738334,309.5620141349487,309000,914255.8091159455
2016-09,2016-09-01,3083.961,3088.704,3062.876,3063.305,15519109300,0.3264448038964452,309.88845893884513,310000,949282.865709659
2016-10,2016-10-10,3020.457,3048.236,3014.62,3048.143,16005110400,0.3280685978315322,310.21652753667667,311000,945584.3368952282
2016-11,2016-11-01,3101.664,3122.615,3097.042,3122.436,16023203200,0.32026276919687063,310.5367903058735,312000,969631.2533755106
2016-12,2016-12-01,3257.027,3279.671,3256.256,3273.309,23775986400,0.3055012527078867,310.8422915585814,313000,1017482.8705393285
2017-01,2017-01-03,3105.309,3136.456,3105.309,3135.921,14156718700,0.31888558417128493,311.1611771427527,314000,975776.8697866781
2017-02,2017-02-03,3160.082,3162.677,3136.013,3140.17,9222473600,0.3184540964342695,311.479631239187,315000,978098.9936283578
2017-03,2017-03-01,3240.073,3259.978,3237.871,3246.934,19067755000,0.3079828539785533,311.78761409316553,316000,1012353.8049779783
2017-04,2017-04-05,3235.66,3270.645,3233.237,3270.305,24832020200,0.305781876613955,312.09339596977946,317000,1020640.5933069496
2017-05,2017-05-02,3147.228,3154.781,3136.539,3143.712,15422296200,0.3180952962612351,312.4114912660407,318000,982131.7540309473
2017-06,2017-06-01,3108.421,3113.521,3097.679,3102.623,16301571900,0.3223079310634905,312.7337991971042,319000,970295.078266317
2017-07,2017-07-03,3191.998,3196.286,3177.024,3195.912,14030571700,0.31289972940431404,313.0466989265085,320000,1000469.7016596156
2017-08,2017-08-01,3274.369,3292.638,3273.504,3292.638,23719459400,0.303707847628558,313.35040677413707,321000,1031749.4566599812
2017-09,2017-09-01,3365.991,3381.925,3358.472,3367.119,28249758400,0.29698980047928214,313.6473965746164,322000,1056088.1083069257
2017-10,2017-10-09,3403.246,3410.17,3366.965,3374.378,19173605700,0.2963509126719057,313.9437474872883,323000,1059364.874758661
2017-11,2017-11-01,3393.968,3410.352,3388.598,3395.913,18056612700,0.29447161926704246,314.23821910655533,324000,1067125.6533607997
2017-12,2017-12-01,3315.105,3324.516,3302.44,3317.617,13919830000,0.3014211706776279,314.53964027723293,325000,1043522.0577576328
2018-01,2018-01-02,3314.031,3349.053,3314.031,3348.326,20227886000,0.298656701886256,314.8382969791192,326000,1054181.2555709062
2018-02,2018-02-01,3478.67,3495.093,3424.419,3446.98,26050470700,0.29010902297083246,315.12840600209006,327000,1086241.3129210845
2018-03,2018-03-01,3235.089,3280.149,3228.585,3273.755,15909832000,0.30545963274588356,315.43386563483597,328000,1032653.1947913725
2018-04,2018-04-02,3169.779,3192.34,3159.986,3163.179,17772777700,0.3161376577171257,315.7500032925531,329000,998773.779664935
2018-05,2018-05-02,3087.409,3097.604,3064.763,3081.177,13418456600,0.32455129971436236,316.0745545922675,330000,973881.647894939
2018-06,2018-06-01,3084.754,3102.088,3059.786,3075.137,12987219900,0.32518876394775253,316.39974335621525,331000,972972.5575852018
2018-07,2018-07-02,2841.58,2845.68,2756.815,2775.557,13703503400,0.36028804308468537,316.7600313992999,332000,879185.5224705467
2018-08,2018-08-01,2882.506,2897.4,2823.929,2824.534,14951434800,0.3540407019352573,317.1140721012352,333000,895699.4785283903
2018-09,2018-09-03,2716.404,2722.852,2692.364,2720.734,10221301100,0.3675478749484514,317.48161997618365,334000,863783.037844282
2018-10,2018-10-08,2768.208,2771.938,2710.178,2716.51,14950138800,0.3681193884800718,317.8497393646637,335000,863441.9954815027
2018-11,2018-11-01,2617.033,2636.799,2603.651,2606.237,20090393200,0.38369495943768733,318.2334343241014,336000,829391.751172543
2018-12,2018-12-03,2647.132,2665.298,2629.184,2654.798,20747895500,0.37667649290077815,318.6101108170022,337000,845845.4849767557
2019-01,2019-01-02,2497.881,2500.278,2456.423,2465.291,10993201300,0.4056316272602301,319.0157424442624,338000,786466.6387061581
2019-02,2019-02-01,2597.778,2618.477,2590.554,2618.232,13198685000,0.3819371239829014,319.3976795682453,339000,836257.225371326
2019-03,2019-03-01,2954.402,2994.005,2930.835,2994.005,34578620000,0.33400077822181323,319.7316803464671,340000,957278.2496157243
2019-04,2019-04-01,3111.662,3176.622,3111.662,3170.361,46612469300,0.3154214930097866,320.0471018394769,341000,1014664.8498349058
2019-05,2019-05-06,2984.727,2986.54,2876.469,2906.464,32697226900,0.3440606868001806,320.39116252627707,342000,931205.3798007733
2019-06,2019-06-03,2901.742,2920.829,2875.902,2890.081,21594355400,0.3460110633577398,320.73717358963484,343000,926956.4113851055
2019-07,2019-07-01,3024.624,3045.367,3014.687,3044.903,25084043300,0.3284176868688428,321.06559127650365,344000,977613.5820745997
2019-08,2019-08-01,2920.851,2927.342,2901.75,2908.766,14238981300,0.34378839686657503,321.4093796733702,345000,934904.6756749904
2019-09,2019-09-02,2886.942,2928.479,2883.682,2924.106,20278680700,0.34198486648568827,321.7513645398559,346000,940835.0955591799
2019-10,2019-10-08,2905.756,2933.016,2905.756,2913.57,12553581200,0.34322154607577643,322.09458608593167,347000,938445.123182388
2019-11,2019-11-01,2924.34,2959.833,2917.146,2958.199,15990737300,0.338043519046555,322.4326296049782,348000,953819.882464817
2019-12,2019-12-02,2874.448,2888.89,2870.242,2875.807,12875580600,0.34772848108374455,322.78035808606194,349000,928254.0132464034
2020-01,2020-01-02,3066.336,3098.1,3066.336,3085.198,29247020800,0.324128305541492,323.1044863916034,350000,996841.315206402
2020-02,2020-02-03,2716.698,2766.577,2716.698,2746.606,21591210300,0.36408571160188247,323.4685721032053,351000,888440.7209500964
2020-03,2020-03-02,2899.31,2982.507,2899.31,2970.931,36733336900,0.33659482498920373,323.8051669281945,352000,962002.8083871478
2020-04,2020-04-01,2743.541,2773.364,2731.079,2734.522,21725342700,0.3656946259711935,324.1708615541657,353000,886452.3526788203
2020-05,2020-05-06,2831.633,2879.263,2830.654,2878.14,24982661600,0.34744661482763173,324.5183081689933,354000,934009.1234735064
2020-06,2020-06-01,2871.964,2917.151,2871.964,2915.431,26019605000,0.34300245829861864,324.8613106272919,355000,947110.7357034363
2020-07,2020-07-01,2991.181,3026.186,2984.984,3025.981,27331314000,0.3304713413600416,325.191781968652,356000,984024.1535932836
2020-08,2020-08-03,3332.183,3368.103,3327.677,3367.966,40746086700,0.29691511137582743,325.4886970800278,357000,1096234.8651498328
2020-09,2020-09-01,3389.742,3410.607,3381.711,3410.607,24699924900,0.29320294012180237,325.78190002014964,358000,1111114.0286820226
2020-10,2020-10-09,3262.611,3280.512,3260.187,3272.076,18832564800,0.3056163732138251,326.08751639336344,359000,1066983.1362903311
2020-11,2020-11-02,3228.715,3242.804,3209.909,3225.12,22677913700,0.31006598204097835,326.3975823754044,360000,1052671.3708705641
2020-12,2020-12-01,3388.987,3457.635,3386.911,3451.938,31618898000,0.2896923409400748,326.68727471634446,361000,1127704.2177097886
2021-01,2021-01-04,3474.679,3511.655,3457.206,3502.958,38079080000,0.28547302023033105,326.9727477365748,362000,1145371.8024658165
2021-02,2021-02-01,3477.172,3506.389,3469.875,3505.284,27756790100,0.2852835890044858,327.2580313255793,363000,1147132.3410770518
2021-03,2021-03-01,3531.48,3552.567,3511.989,3551.4,31548752600,0.281579095567945,327.53961042114724,364000,1163224.1724496624
2021-04,2021-04-01,3444.81,3470.031,3438.826,3466.332,27524429500,0.28848938878330177,327.82809980993056,365000,1136361.0328703562
2021-05,2021-05-06,3446.074,3471.24,3426.849,3441.283,31042419200,0.2905892947484993,328.11868910467905,366000,1129149.2667982173
2021-06,2021-06-01,3608.598,3626.074,3581.912,3624.714,35281141300,0.2758838352487948,328.39457293992785,367000,1190336.4060593776
2021-07,2021-07-01,3600.546,3607.705,3573.937,3588.782,29188319200,0.2786460698922364,328.6732190098201,368000,1179536.5322645004
2021-08,2021-08-02,3385.69,3464.291,3367.643,3464.285,43292787100,0.2886598533319285,328.96187886315204,369000,1139617.7025174347
2021-09,2021-09-01,3543.866,3582.324,3514.674,3567.101,66727630500,0.2803396932130601,329.2422185563651,370000,1174440.2470546286
2021-10,2021-10-08,3609.087,3612.554,3571.734,3592.167,40716114800,0.27838349386317507,329.5206020502283,371000,1183693.0325049625
2021-11,2021-11-01,3530.396,3556.59,3519.29,3544.48,38225132500,0.2821288313095292,329.80273088153785,372000,1168979.1835549932
2021-12,2021-12-01,3561.886,3576.885,3558.691,3576.885,32987351700,0.2795728685713966,330.08230375010925,373000,1180666.4410492096
2022-01,2022-01-04,3649.151,3651.892,3610.092,3632.329,40502776900,0.27530545828860764,330.35760920839783,374000,1199967.5242983305
2022-02,2022-02-07,3407.762,3434.026,3407.762,3429.581,32048521100,0.2915808082678321,330.64919001666567,375000,1133988.1797465463
2022-03,2022-03-01,3471.365,3491.132,3465.715,3488.835,32600166200,0.28662863104732667,330.935818647713,376000,1154580.466851794
2022-04,2022-04-01,3234.668,3287.229,3226.297,3282.717,37821046000,0.30462571095833113,331.2404443586713,377000,1087368.6377837644
2022-05,2022-05-05,3044.849,3082.23,3042.116,3067.759,38307287500,0.32597084712325836,331.56641520579456,378000,1017165.8543453132
2022-06,2022-06-01,3179.695,3190.609,3160.04,3182.157,36566443200,0.31425225091031017,331.8806674567049,379000,1056096.3891120257
2022-07,2022-07-01,3400.262,3404.052,3378.362,3387.637,35048929900,0.2951910136770852,332.17585847038197,380000,1125291.2286610294
2022-08,2022-08-01,3246.616,3264.304,3225.553,3259.959,29220480500,0.3067523241856723,332.4826107945676,381000,1083879.6794032478
2022-09,2022-09-01,3196.537,3214.558,3181.626,3184.98,27466054100,0.31397371412065384,332.7965845086883,382000,1059950.465728482
2022-10,2022-10-10,3026.935,3029.448,2968.281,2974.145,24340482800,0.3362310849000301,333.1328155935883,383000,990785.2978335926
2022-11,2022-11-01,2899.499,2969.2,2896.757,2969.2,31980957800,0.33679105482958377,333.4696066484179,384000,990137.9560604823
2022-12,2022-12-01,3187.99,3198.409,3164.535,3165.471,38701305600,0.31590875417907793,333.78551540259696,385000,1056588.369226974
2023-01,2023-01-03,3087.513,3119.856,3073.054,3116.512,28137036200,0.32087153843784333,334.1063869410348,386000,1041246.5641783784
2023-02,2023-02-01,3262.196,3284.922,3245.411,3284.921,33950941000,0.3044213239831339,334.410808265018,387000,1098513.0866967312
2023-03,2023-03-01,3279.136,3315.16,3272.035,3312.348,31839870400,0.30190064570510106,334.71270891072305,388000,1108684.9719350156
2023-04,2023-04-03,3277.34,3299.732,3276.416,3296.396,35767677500,0.3033616106802702,335.0160705214033,389000,1104345.6348024718
2023-05,2023-05-04,3306.483,3352.746,3302.028,3350.459,48336491600,0.29846656831198354,335.3145370897153,390000,1123457.6086230704
2023-06,2023-06-01,3196.155,3225.093,3189.517,3204.635,31233075900,0.31204801794900194,335.6265851076643,391000,1075560.7015665
2023-07,2023-07-03,3209.162,3246.861,3209.162,3243.975,31237139500,0.30826378131767357,335.934848888982,392000,1089764.2514246353
2023-08,2023-08-01,3288.76,3305.34,3279.566,3290.949,45989083300,0.30386371833778036,336.23871260731977,393000,1106544.4550163464
2023-09,2023-09-01,3126.023,3143.846,3123.19,3133.247,29231099200,0.31915772998426234,336.55787033730405,394000,1054518.937560747
2023-10,2023-10-09,3100.0,3103.36,3072.642,3096.922,26442220500,0.3229012548588566,336.8807715921629,395000,1043293.4729207443
2023-11,2023-11-01,3038.182,3038.33,3013.933,3023.077,28011044500,0.3307887956542291,337.21156038781714,396000,1019416.5123425212
2023-12,2023-12-01,3027.353,3035.76,3010.233,3031.636,28608970000,0.3298549034250814,337.54141529124223,397000,1023302.7060878804
2024-01,2024-01-02,2972.775,2976.268,2962.276,2962.276,30414179300,0.33757826752132486,337.87899355876357,398000,1000890.8335232799
2024-02,2024-02-01,2773.424,2805.015,2752.782,2770.74,35288918500,0.36091441275615904,338.2399079715197,399000,937174.8426130085
2024-03,2024-03-01,3013.823,3032.232,3003.763,3027.02,37913218400,0.33035790975943335,338.5702658812791,400000,1024858.9662279495
2024-04,2024-04-01,3049.021,3078.488,3049.021,3077.379,37539364000,0.3249518502595878,338.8952177315387,401000,1042909.0262474648
2024-05,2024-05-06,3132.512,3142.382,3126.769,3140.72,45065689900,0.3183983290455692,339.2136160605843,402000,1065374.9882337982
2024-06,2024-06-03,3085.981,3097.204,3061.277,3078.489,35756336200,0.3248346835086953,339.538450744093,403000,1045265.3856927321
2024-07,2024-07-01,2965.245,2996.409,2961.856,2994.73,29778223500,0.33391991932494747,339.87237066341794,404000,1017825.9845968576
2024-08,2024-08-01,2940.12,2947.877,2928.826,2932.387,34662113700,0.3410191083236967,340.2133897717416,405000,997637.3213925882
2024-09,2024-09-02,2832.35,2839.278,2810.374,2811.035,34071419300,0.3557408570152987,340.5691306287569,406000,957351.7461170077
2024-10,2024-10-08,3674.405,3674.405,3372.187,3489.775,131346019500,0.28655142523515126,340.85568205399204,407000,1189509.6378399702
2024-11,2024-11-01,3275.577,3305.318,3258.735,3272.014,85205532000,0.3056221642083438,341.16130421820037,408000,1116284.5636602107
2024-12,2024-12-02,3328.482,3369.303,3323.009,3363.982,66847776200,0.29726675113005957,341.4585709693304,409000,1148660.4864865502
2025-01,2025-01-02,3347.939,3351.722,3242.087,3262.561,56137519900,0.3065076790901381,341.76507864842057,410000,1115029.4167602698
2025-02,2025-02-05,3270.16,3271.022,3220.279,3229.488,40638818100,0.3096466065209098,342.0747252549415,411000,1104726.2203141304
2025-03,2025-03-03,3328.396,3349.017,3304.593,3316.925,50241786200,0.3014840552620273,342.37620931020354,412000,1135636.208066247
2025-04,2025-04-01,3340.712,3357.622,3338.779,3348.435,42258867000,0.29864697985775446,342.6748562900613,413000,1147424.4824216114
2025-05,2025-05-06,3295.25,3316.448,3286.989,3316.114,47436961700,0.30155778721720666,342.97641407727855,414000,1137348.8883914605
